0;0;0;0;land;false;unknown;1
1;213;39;158;land;false;plains;3
2;214;222;220;land;false;plains;3
3;117;246;190;land;false;plains;3
4;185;194;217;land;false;plains;3
5;224;130;248;land;true;plains;3
6;202;248;136;land;true;plains;3
7;246;168;110;land;false;plains;8
8;214;155;134;land;false;plains;8
9;83;200;249;land;false;plains;8
10;208;73;223;land;false;plains;8
11;122;245;243;land;false;plains;8
12;206;150;205;land;false;plains;8
13;178;184;181;land;false;plains;8
14;216;168;235;land;false;plains;8
15;151;193;195;land;false;plains;8
16;136;206;240;land;false;mountain;8
17;253;19;245;land;false;mountain;8
18;126;253;237;land;false;jungle;1
19;114;223;225;land;false;jungle;1
20;178;137;221;land;false;jungle;1
21;77;185;253;land;false;jungle;1
22;202;211;242;land;false;jungle;1
23;164;196;159;land;false;jungle;1
24;105;230;211;land;false;plains;2
25;227;241;223;land;false;plains;4
26;134;195;184;land;false;plains;4
27;223;139;220;land;true;desert;4
28;249;62;194;land;false;desert;4
29;164;236;238;land;false;desert;4
30;229;132;231;land;false;desert;4
31;50;214;254;land;false;desert;4
32;177;161;170;land;false;desert;4
33;191;191;251;land;false;desert;4
34;185;146;181;land;false;desert;4
35;225;119;216;land;false;desert;4
36;207;220;76;land;false;desert;4
37;251;171;241;land;false;desert;4
38;239;219;163;land;false;desert;4
39;127;207;169;land;false;desert;4
40;162;211;141;land;false;desert;4
41;163;250;165;land;false;desert;4
42;243;162;148;land;true;forest;1
43;123;208;197;land;false;forest;1
44;226;199;105;land;true;forest;1
45;248;94;169;land;false;forest;1
46;220;57;231;land;false;forest;1
47;225;88;204;land;false;forest;1
48;246;222;93;land;false;plains;1
49;178;200;239;land;false;forest;1
50;79;233;231;land;false;forest;1
51;181;123;232;land;false;plains;1
52;185;242;120;land;false;plains;1
53;244;123;208;land;false;plains;1
54;253;145;165;land;false;forest;1
55;206;128;192;land;false;forest;1
56;183;169;151;land;false;forest;1
57;175;205;228;land;false;forest;1
58;125;219;199;land;false;forest;1
59;54;230;242;land;true;forest;1
60;216;197;248;land;true;forest;1
61;243;114;237;land;false;desert;10
62;195;151;240;land;false;forest;10
63;150;250;238;land;false;forest;1
64;223;247;144;land;false;forest;1
65;232;178;136;land;false;forest;1
66;226;57;223;land;false;forest;1
67;246;148;241;land;false;forest;1
68;254;98;157;land;false;forest;1
69;134;238;202;land;false;forest;1
70;107;195;233;land;false;forest;1
71;249;107;253;land;false;forest;1
72;145;237;184;land;false;forest;1
73;184;163;166;land;false;forest;3
74;232;102;203;land;true;forest;3
75;94;206;210;land;true;forest;3
76;113;235;219;land;true;forest;3
77;210;225;101;land;false;forest;3
78;241;254;173;land;false;forest;3
79;247;79;192;land;false;plains;6
80;90;205;217;land;true;plains;5
81;199;119;216;land;false;plains;5
82;123;233;152;land;false;plains;5
83;236;130;238;land;false;plains;5
84;213;95;204;land;false;plains;5
85;185;236;102;land;false;plains;5
86;244;176;108;land;false;plains;2
87;241;146;141;land;false;plains;2
88;245;229;115;land;false;plains;2
89;214;130;237;land;false;plains;2
90;244;176;124;land;false;plains;2
91;234;157;234;land;false;plains;2
92;142;186;173;land;false;plains;2
93;231;242;86;land;false;mountain;7
94;194;180;164;land;false;marsh;6
95;237;97;171;land;false;marsh;6
96;173;192;234;land;false;marsh;6
97;208;188;210;land;false;marsh;6
98;201;160;198;land;false;marsh;6
99;244;186;127;land;false;marsh;6
100;203;142;163;land;true;marsh;6
101;209;167;239;land;false;marsh;6
102;230;217;101;land;true;marsh;6
103;241;153;235;land;false;marsh;6
104;208;172;129;land;true;forest;1
105;201;82;235;land;true;forest;1
106;168;202;145;land;false;forest;1
107;98;205;249;land;false;forest;1
108;179;207;250;land;false;forest;1
109;145;251;141;land;false;forest;1
110;186;249;140;land;false;forest;1
111;164;177;212;land;true;forest;1
112;225;176;145;land;true;forest;4
113;204;141;254;land;true;forest;4
114;251;208;221;land;false;forest;2
115;193;210;172;land;false;forest;6
116;243;233;198;land;false;forest;6
117;254;184;174;land;false;forest;6
118;179;204;154;land;false;forest;6
119;207;140;160;land;false;mountain;6
120;198;180;162;land;false;plains;10
121;245;211;95;land;false;plains;10
122;171;206;189;land;false;marsh;10
123;98;207;239;land;false;marsh;10
124;200;203;99;land;false;plains;10
125;226;56;235;land;false;marsh;10
126;219;218;138;land;false;marsh;10
127;173;120;211;land;false;marsh;10
128;230;253;26;land;false;marsh;10
129;224;249;153;land;false;forest;2
130;236;200;91;land;false;plains;3
131;239;244;67;land;false;plains;3
132;238;96;247;land;false;forest;1
133;234;227;210;land;false;forest;1
134;188;130;237;land;false;plains;2
135;241;164;105;land;false;plains;6
136;246;173;170;land;true;forest;1
137;130;250;254;land;false;jungle;7
138;223;202;168;land;false;jungle;7
139;244;217;199;land;true;jungle;7
140;202;129;238;land;true;jungle;7
141;102;213;199;land;false;jungle;10
142;247;85;171;land;true;jungle;10
143;166;148;245;land;true;jungle;10
144;218;221;224;land;true;jungle;10
145;200;235;83;land;true;jungle;10
146;180;134;207;land;true;jungle;10
147;227;128;197;land;true;jungle;10
148;126;246;246;land;true;jungle;10
149;218;188;143;land;false;jungle;10
150;100;239;233;land;true;jungle;10
151;167;210;151;land;false;jungle;10
152;238;161;197;land;true;jungle;10
153;243;233;193;land;false;forest;1
154;202;152;181;land;false;forest;1
155;163;168;239;land;false;forest;1
156;172;140;212;land;false;forest;1
157;216;164;170;land;false;jungle;10
158;181;184;229;land;false;jungle;10
159;175;156;190;land;true;jungle;10
160;194;115;236;land;true;jungle;10
161;69;227;213;land;true;jungle;10
162;69;225;207;land;false;plains;10
163;182;247;90;land;false;plains;8
164;238;140;160;land;true;plains;8
165;141;193;234;land;true;plains;8
166;207;122;214;land;false;forest;8
167;161;225;166;land;false;forest;8
168;251;102;202;land;false;forest;8
169;47;205;254;land;false;forest;8
170;249;166;239;land;false;forest;8
171;194;193;207;land;false;plains;10
172;65;198;251;land;false;plains;1
173;247;176;108;land;false;plains;1
174;158;166;204;land;false;plains;1
175;113;248;178;land;false;plains;1
176;218;198;168;land;false;plains;1
177;206;249;146;land;false;forest;1
178;131;245;147;land;false;forest;1
179;160;173;216;land;false;forest;10
180;93;175;243;land;false;desert;2
181;210;225;129;land;false;desert;2
182;152;136;223;land;false;desert;2
183;222;226;125;land;false;desert;2
184;168;227;189;land;false;desert;2
185;221;152;201;land;false;desert;2
186;206;177;127;land;false;desert;2
187;168;99;248;land;false;plains;6
188;118;213;188;land;false;plains;6
189;206;223;205;land;false;plains;10
190;159;145;230;land;false;plains;10
191;235;154;116;land;false;plains;3
192;73;250;252;land;true;plains;3
193;214;121;183;land;false;desert;4
194;243;248;247;land;false;desert;4
195;183;210;136;land;false;desert;4
196;115;241;243;land;false;plains;4
197;142;167;231;land;false;plains;4
198;240;11;252;land;false;plains;4
199;92;247;198;land;false;plains;4
200;207;135;240;land;false;plains;4
201;157;218;181;land;false;plains;4
202;173;191;155;land;false;plains;4
203;234;156;192;land;false;plains;4
204;169;151;224;land;false;plains;4
205;159;232;244;land;false;jungle;7
206;159;232;171;land;false;jungle;7
207;244;10;248;land;false;jungle;7
208;219;137;174;land;false;jungle;7
209;195;125;199;land;false;jungle;7
210;159;137;214;land;false;jungle;7
211;227;235;125;land;false;jungle;7
212;246;188;106;land;false;jungle;7
213;180;182;164;land;false;jungle;7
214;227;243;51;land;false;mountain;7
215;222;173;114;land;false;jungle;7
216;193;238;207;land;false;jungle;7
217;199;151;218;land;false;jungle;7
218;130;213;205;land;true;jungle;7
219;178;212;187;land;true;desert;6
220;109;211;246;land;false;plains;2
221;113;246;231;land;false;plains;2
222;175;248;219;land;false;plains;2
223;240;91;190;land;false;plains;2
224;232;244;46;land;false;plains;2
225;205;212;247;land;false;plains;2
226;172;189;218;land;false;plains;2
227;115;142;246;land;false;plains;2
228;182;143;233;land;false;plains;2
229;181;207;189;land;false;plains;2
230;208;170;198;land;false;plains;2
231;72;247;209;land;true;plains;2
232;117;203;210;land;false;mountain;6
233;252;232;207;land;false;plains;3
234;164;241;101;land;false;plains;3
235;216;214;219;land;false;plains;3
236;180;253;74;land;false;plains;3
237;93;192;231;land;false;plains;3
238;112;231;175;land;false;plains;3
239;209;253;145;land;false;plains;3
240;189;246;170;land;false;plains;3
241;237;203;81;land;false;plains;3
242;206;214;170;land;false;plains;3
243;216;163;228;land;false;plains;3
244;192;191;156;land;true;forest;2
245;133;222;198;land;false;jungle;2
246;222;172;141;land;false;jungle;2
247;199;131;211;land;false;plains;2
248;242;86;196;land;false;plains;2
249;212;249;215;land;true;plains;2
250;224;245;106;land;true;forest;7
251;241;167;115;land;false;forest;8
252;233;238;192;land;false;forest;8
253;197;83;252;land;false;plains;8
254;230;235;175;land;false;plains;8
255;174;99;227;land;false;forest;10
256;226;75;234;land;true;forest;7
257;254;202;166;land;true;forest;7
258;190;219;127;land;true;forest;7
259;147;174;202;land;true;forest;7
260;145;127;247;land;true;forest;7
261;199;233;154;land;true;forest;7
262;231;248;51;land;false;plains;6
263;166;169;220;land;false;plains;6
264;198;197;249;land;false;forest;6
265;235;86;221;land;false;desert;6
266;240;187;134;land;true;jungle;10
267;212;99;209;land;false;forest;3
268;196;161;196;land;false;mountain;3
269;99;169;254;land;false;jungle;2
270;207;184;252;land;false;jungle;2
271;118;228;242;land;false;jungle;2
272;227;209;177;land;false;jungle;2
273;154;198;253;land;false;jungle;2
274;112;242;189;land;false;jungle;2
275;131;232;151;land;false;jungle;2
276;224;145;184;land;false;jungle;2
277;149;125;226;land;true;jungle;2
278;71;219;242;land;false;plains;10
279;157;193;253;land;false;forest;2
280;193;212;198;land;false;plains;1
281;233;125;243;land;false;plains;1
282;244;217;247;land;false;plains;1
283;182;150;202;land;false;plains;1
284;217;155;188;land;false;plains;1
285;183;144;181;land;false;plains;1
286;246;148;126;land;false;plains;1
287;104;217;209;land;false;plains;1
288;228;175;97;land;false;plains;1
289;163;133;225;land;false;desert;2
290;201;249;230;land;false;desert;2
291;219;158;196;land;false;desert;2
292;179;248;143;land;false;desert;2
293;204;180;118;land;false;desert;2
294;157;191;224;land;false;desert;2
295;114;236;156;land;true;desert;2
296;231;188;142;land;true;desert;2
297;218;97;229;land;false;desert;2
298;218;164;168;land;false;desert;2
299;246;231;249;land;false;desert;2
300;165;86;253;land;false;desert;2
301;242;239;104;land;false;desert;2
302;224;188;113;land;false;desert;2
303;236;88;198;land;false;plains;10
304;207;230;114;land;false;forest;1
305;97;236;176;land;false;forest;1
306;216;217;167;land;false;forest;1
307;178;240;229;land;false;forest;1
308;97;205;247;land;false;forest;1
309;213;177;166;land;false;forest;1
310;124;170;236;land;false;forest;1
311;166;214;153;land;false;forest;1
312;223;120;186;land;false;desert;6
313;201;231;81;land;false;desert;2
314;203;173;227;land;true;desert;2
315;174;202;222;land;false;desert;2
316;225;143;206;land;false;desert;2
317;252;240;232;land;false;desert;2
318;167;115;254;land;false;desert;2
319;187;97;254;land;false;desert;2
320;147;237;213;land;true;mountain;10
321;238;203;221;land;false;forest;10
322;205;153;193;land;false;forest;10
323;190;247;247;land;false;forest;10
324;240;170;212;land;false;mountain;10
325;115;233;243;land;false;mountain;10
326;241;199;251;land;false;plains;10
327;197;220;131;land;false;plains;3
328;237;202;174;land;false;mountain;3
329;216;67;248;land;false;mountain;3
330;253;132;212;land;false;plains;1
331;205;220;248;land;false;forest;1
332;170;189;212;land;false;forest;1
333;103;192;225;land;false;plains;1
334;188;174;154;land;false;plains;1
335;108;218;179;land;false;plains;1
336;204;234;217;land;false;plains;1
337;182;147;172;land;false;forest;2
338;202;147;252;land;true;forest;6
339;220;207;245;land;false;jungle;10
340;233;174;131;land;true;plains;3
341;158;190;199;land;true;plains;3
342;216;85;200;land;false;plains;3
343;147;210;248;land;false;plains;3
344;238;154;227;land;false;plains;3
345;240;192;87;land;true;plains;3
346;101;246;194;land;false;plains;10
347;157;246;220;land;false;mountain;10
