1;arms_factory;3698.00;9.60;1567.00;2.42;0
1;arms_factory;3733.00;9.73;1602.00;0.26;0
1;arms_factory;3704.00;9.70;1576.00;0.36;0
1;arms_factory;3721.00;9.78;1570.00;4.48;0
1;arms_factory;3731.00;9.65;1603.00;0.86;0
1;arms_factory;3705.00;9.68;1576.00;3.88;0
1;industrial_complex;3721.00;9.78;1570.00;5.09;0
1;industrial_complex;3732.00;9.68;1603.00;2.93;0
1;industrial_complex;3728.00;9.70;1586.00;5.59;0
1;industrial_complex;3722.00;9.73;1570.00;0.87;0
1;industrial_complex;3715.00;9.60;1579.00;4.99;0
1;industrial_complex;3729.00;9.70;1586.00;1.38;0
1;air_base;3723.00;9.73;1570.00;4.04;0
1;bunker;3715.00;9.60;1579.00;5.60;0
1;bunker;3736.00;9.73;1599.00;3.44;0
1;bunker;3708.00;9.60;1558.00;4.64;0
1;bunker;3722.00;9.70;1589.00;2.48;0
1;bunker;3694.00;9.60;1567.00;4.05;0
1;bunker;3711.00;9.60;1566.00;0.43;0
1;bunker;3694.00;9.60;1564.00;3.09;0
1;bunker;3732.00;9.80;1591.00;6.11;0
1;bunker;3721.00;9.70;1579.00;3.95;0
1;bunker;3689.00;9.60;1550.00;5.16;0
1;bunker;3718.00;9.60;1575.00;3.00;0
1;bunker;3717.00;9.60;1582.00;4.56;0
1;bunker;3741.00;9.78;1596.00;0.94;0
1;bunker;3723.00;9.78;1573.00;3.60;0
1;bunker;3708.00;9.60;1559.00;1.44;0
1;bunker;3723.00;9.70;1597.00;1.55;0
1;bunker;3738.00;9.70;1584.00;5.67;0
1;bunker;3702.00;9.65;1568.00;2.05;0
1;bunker;3694.00;9.70;1557.00;4.71;0
1;bunker;3718.00;9.68;1562.00;1.45;0
1;bunker;3731.00;9.70;1586.00;4.11;0
1;bunker;3708.00;9.60;1562.00;0.50;0
1;anti_air_building;3720.00;9.65;1579.00;2.05;0
1;anti_air_building;3694.00;9.60;1551.00;6.18;0
1;anti_air_building;3730.00;9.70;1593.00;1.10;0
1;synthetic_refinery;3717.00;9.60;1580.00;5.22;0
1;radar_station;3715.00;9.60;1573.00;1.56;0
1;rocket_site;3712.00;9.60;1565.00;4.62;0
1;nuclear_reactor;3718.00;9.60;1580.00;5.83;0
2;arms_factory;2850.00;9.65;1850.00;0.36;0
2;arms_factory;2865.00;10.03;1876.00;4.48;0
2;arms_factory;2893.00;9.95;1854.00;0.86;0
2;arms_factory;2865.00;9.88;1836.00;3.88;0
2;arms_factory;2891.00;9.82;1834.00;5.09;0
2;arms_factory;2863.00;9.78;1881.00;2.93;0
2;industrial_complex;2860.00;9.98;1854.00;5.59;0
2;industrial_complex;2867.00;9.80;1842.00;0.87;0
2;industrial_complex;2864.00;9.80;1828.00;4.99;0
2;industrial_complex;2852.00;9.70;1842.00;1.38;0
2;industrial_complex;2867.00;9.63;1871.00;4.04;0
2;industrial_complex;2890.00;10.07;1848.00;5.60;0
2;air_base;2868.00;10.03;1830.00;3.44;0
2;naval_base;2893.00;9.60;1832.00;0.12;14438
2;naval_base;2864.00;9.82;1856.00;1.28;12645
2;naval_base;2860.00;9.85;1887.00;-2.68;14425
2;naval_base;2899.00;10.03;1861.00;-2.60;12645
2;naval_base;2854.00;9.53;1829.00;-0.67;12647
2;naval_base;2850.00;9.50;1846.00;-0.79;12646
2;naval_base;2869.00;10.18;1853.00;-2.88;12645
2;bunker;2886.00;9.88;1838.00;5.16;0
2;bunker;2865.00;10.00;1831.00;3.00;0
2;bunker;2861.00;9.88;1881.00;4.56;0
2;bunker;2904.00;9.85;1859.00;0.94;0
2;bunker;2896.00;9.65;1854.00;3.60;0
2;bunker;2848.00;9.98;1854.00;1.44;0
2;bunker;2851.00;9.63;1870.00;1.55;0
2;coastal_bunker;2868.00;10.03;1870.00;1.28;0
2;coastal_bunker;2885.00;9.50;1856.00;-2.72;0
2;coastal_bunker;2907.00;9.85;1855.00;-4.25;0
2;coastal_bunker;2852.00;9.57;1829.00;-0.67;0
2;coastal_bunker;2872.00;9.90;1851.00;-2.88;0
2;coastal_bunker;2868.00;9.80;1880.00;1.03;0
2;coastal_bunker;2845.00;9.50;1858.00;-2.25;0
2;dockyard;2877.00;9.50;1829.00;0.50;0
2;anti_air_building;2850.00;9.70;1851.00;1.10;0
2;anti_air_building;2878.00;9.80;1837.00;5.22;0
2;anti_air_building;2897.00;9.88;1857.00;0.50;0
2;synthetic_refinery;2854.00;9.88;1853.00;4.62;0
2;radar_station;2881.00;9.50;1856.00;0.80;0
2;rocket_site;2889.00;9.95;1830.00;3.67;0
2;nuclear_reactor;2857.00;9.75;1856.00;0.40;0
3;arms_factory;3683.00;9.60;1586.00;0.86;0
3;arms_factory;3698.00;9.65;1581.00;3.88;0
3;arms_factory;3698.00;9.70;1579.00;5.09;0
3;arms_factory;3685.00;9.60;1586.00;2.93;0
3;arms_factory;3704.00;9.60;1594.00;5.59;0
3;arms_factory;3700.00;9.70;1579.00;0.87;0
3;industrial_complex;3708.00;9.70;1586.00;4.99;0
3;industrial_complex;3706.00;9.68;1594.00;1.38;0
3;industrial_complex;3693.00;9.65;1580.00;4.04;0
3;industrial_complex;3699.00;9.60;1587.00;5.60;0
3;industrial_complex;3705.00;9.65;1595.00;3.44;0
3;industrial_complex;3700.00;9.60;1592.00;4.64;0
3;air_base;3701.00;9.60;1587.00;2.48;0
3;bunker;3706.00;9.70;1595.00;4.05;0
3;bunker;3698.00;9.63;1584.00;0.43;0
3;bunker;3701.00;9.60;1587.00;3.09;0
3;bunker;3707.00;9.70;1594.00;6.11;0
3;bunker;3713.00;9.70;1600.00;3.95;0
3;bunker;3692.00;9.60;1588.00;5.16;0
3;bunker;3684.00;9.60;1588.00;3.00;0
3;anti_air_building;3711.00;9.68;1611.00;4.56;0
3;anti_air_building;3712.00;9.70;1608.00;0.94;0
3;anti_air_building;3690.00;9.60;1580.00;3.60;0
3;synthetic_refinery;3706.00;9.60;1612.00;1.44;0
3;radar_station;3699.00;9.60;1594.00;3.19;0
3;rocket_site;3689.00;9.60;1581.00;5.67;0
3;nuclear_reactor;3678.00;9.60;1590.00;2.05;0
4;arms_factory;3223.00;12.10;1835.00;5.09;0
4;arms_factory;3200.00;10.78;1836.00;2.93;0
4;arms_factory;3258.00;10.05;1838.00;5.59;0
4;arms_factory;3253.00;10.30;1835.00;0.87;0
4;arms_factory;3226.00;9.90;1860.00;4.99;0
4;arms_factory;3221.00;10.28;1861.00;1.38;0
4;industrial_complex;3231.00;11.55;1839.00;4.04;0
4;industrial_complex;3198.00;10.88;1851.00;5.60;0
4;industrial_complex;3201.00;10.38;1851.00;3.44;0
4;industrial_complex;3195.00;12.30;1827.00;4.64;0
4;industrial_complex;3197.00;11.40;1827.00;2.48;0
4;industrial_complex;3199.00;10.85;1827.00;4.05;0
4;air_base;3214.00;11.40;1831.00;0.43;0
4;naval_base;3171.00;9.88;1849.00;-2.55;14974
4;naval_base;3245.00;9.70;1860.00;-2.76;16029
4;naval_base;3204.00;9.98;1858.00;-3.02;14973
4;naval_base;3223.00;9.70;1862.00;-3.23;16029
4;naval_base;3254.00;9.60;1860.00;-3.22;15201
4;bunker;3248.00;9.95;1834.00;4.56;0
4;bunker;3193.00;10.80;1811.00;0.94;0
4;bunker;3174.00;9.88;1839.00;3.60;0
4;bunker;3213.00;11.32;1819.00;1.44;0
4;bunker;3215.00;11.57;1832.00;1.55;0
4;bunker;3220.00;12.05;1839.00;5.67;0
4;bunker;3257.00;10.07;1842.00;2.05;0
4;bunker;3262.00;10.35;1826.00;4.71;0
4;bunker;3197.00;10.78;1840.00;1.45;0
4;bunker;3245.00;9.98;1858.00;4.11;0
4;coastal_bunker;3230.00;10.13;1859.00;-2.76;0
4;coastal_bunker;3216.00;10.30;1861.00;-3.23;0
4;coastal_bunker;3190.00;9.88;1854.00;-3.02;0
4;coastal_bunker;3178.00;9.68;1851.00;-2.55;0
4;coastal_bunker;3254.00;9.60;1860.00;-3.22;0
4;dockyard;3171.00;9.50;1850.00;-2.55;0
4;anti_air_building;3232.00;13.73;1829.00;4.62;0
4;anti_air_building;3234.00;14.03;1829.00;5.83;0
4;anti_air_building;3208.00;10.35;1842.00;3.67;0
4;synthetic_refinery;3218.00;11.40;1816.00;0.40;0
4;radar_station;3221.00;11.45;1836.00;2.97;0
4;rocket_site;3193.00;11.15;1816.00;5.73;0
4;nuclear_reactor;3212.00;10.82;1848.00;2.12;0
5;arms_factory;3680.00;9.93;1537.00;5.59;0
5;arms_factory;3638.00;9.60;1537.00;0.87;0
5;arms_factory;3651.00;9.60;1540.00;4.99;0
5;arms_factory;3661.00;9.60;1540.00;1.38;0
5;arms_factory;3673.00;9.60;1541.00;4.04;0
5;arms_factory;3637.00;9.60;1536.00;5.60;0
5;industrial_complex;3661.00;9.65;1536.00;3.44;0
5;industrial_complex;3645.00;9.70;1545.00;4.64;0
5;industrial_complex;3677.00;9.60;1540.00;2.48;0
5;industrial_complex;3686.00;9.80;1539.00;4.05;0
